forum,id
5,Wir haben eine stark haarende Katze und vom Garten bzw. von der Straße wird auch oft Schmutz mit ins Haus getragen.
5,"Dadurch, dass dass der Staubsaug-Roboter aber jeden Tag durch die Wohnung läuft, sieht man davon kaum etwas."
5,"Angenehm finde ich, dass sich der Roboter programmieren lässt, so dass er i .d.R. während unserer Abwesenheit saugt, denn das Arbeitsgeräuch ist schon recht störend."
5,"Auf die Programmierung kann aber auch verzichtet werden, wenn man den Roboter vor dem Verlassen startet."
5,Ebensowenig benötigen wir die virtuellen Wände.
5,"Die Räume, die er nicht besuchen soll( weil er sich dort z.B. unter Regalen festfahren kann), werden einfach geschlossen."
5,"Wenn man also den Roboter selbst startet und auf die virtuellen Wände verzichtet, spart man auch Einiges, da man sich für ein kleineres Modell entscheiden kann."
1,Schwerste funktionelle Mängel
1,"Das Geräte hat mich so massiv enttäuscht, dass ich in der Folge ein Gerät eines anderen Herstellers gekauft habe und nun nur noch dieses andere Gerät verwende."
1,Die schwersten Mängel sind:
1,#NAME?
1,#NAME?
1,- Usability: Die verschiedensten Funktionen sind nicht intuitiv zu finden bzw über Shortcuts zu erreichen (das ist natürlich nicht die Schuld der Hardware selbst sonder wohl die des Windows Betriebssystems.
1,#NAME?
1,#NAME?
1,Ich hätte gleich etwas mehr Geld ausgeben sollen und mir leistungsstärkeres Gerät mit einem ausgereifteren Betriebssystem zu kaufen.
1,suboptimal
1,"Der mitgelieferte Akku ist, auch bei geringer Verwendung, vergleichsweise schnell leer und muss oft nachgeladen werden. "
1,Die Menüführung finde ich persönlich recht gewöhnungsbedürftig. 
1,Entweder studiert man selbst für banale Funktionen sehr ausgiebig die Bedienungsanleitung oder aber man lernt das Gerät mit teilweise unangenehmen try and error Erfahrungen erst kennen. 
1,"Grundsätzlich ist es bei technischen Geräten kundenfreundlicher, wenn nicht jeder Anbieter andere Bedienerstandards hat. "
1,Ich würde mir das Gerät nicht wieder kaufen.
1,Einmal und nie wieder
1,Anfangs war ich eigentlich positiv von dem Betriebssystem überrascht. 
1,Alles sehr übersichtlich und schick!
1,Ist es auch immernoch!
1,Fotoqualität voll ok und auch die trägheit des Systems ist für den Preis akzeptabel.
1,Aber nach einiger Zeit und gesammelter Erfahrung ärgere ich mich häufig über das Smartphone. 
1,"Das vorinstallierte Navi """"here drive +"""" hängt sich sehr häufig auf bzw. verliert vielleicht das GPS Signal und verbindet nicht mehr automatisch.."
1,"Auf der Autobahn deswegen schonmal die ein oder andere Ausfahrt verpasst, hatte mich irgendwann gewunder, dass sich das Navi nicht mehr gemeldet hat."
1,Und geholfen hat nur der Neustart der App.
1,Auch andere Apps z.B. Whatsapp sind beim Starten direkt abgestürzt und funktionierten erst wieder nach einem kompletten Neustart des Handys…
1,Ob es jetzt an der Hardware und dem niedrigen Preis liegt oder einfach am Windows Betriebssystem..
1,Für mich heißt es: Einmal und nie wieder!
1,Display ist absolute Schwachstelle
1,"Bin leider enttäuscht, vor allem vom Hersteller. "
1,"Ich habe das Handy kaum in gebrauch, da ich es als Zweithandy nutze, trotzdem ist das Display gerissen. "
1,"Runtergefallen ist es mir nicht, daher kommt höchstens die Hosentasche in Frage, wobei ich das Handy vielleicht 2 - 3 mal dabei hatte. "
1,"Jedoch bin ich der Meinung, dass ein Smartphone eine Hosentasche überleben sollte, zumal ich nicht einmal enge Hosen trage."
1,"Natürlich habe ich das Telefon eingeschickt und ja, Reparaturkosten 90€ bei einem Telefonneupreis von ca. 100€...lächerlich. "
1,Diskussion mit w-support erfolglos. 
1,"Zitat """"der Hersteller hat mir nicht nachzuweisen, ob es Eigenverschulden war oder nicht"""". "
1,"Lächerlich...na ja, einmal und nie wieder."
1,"Das Handy lasse ich natürlich nicht reparieren, habe schon genug Geld rausgeschmissen…"
1,Kontakte nur online - geht gar nicht!!!
1,...von firmenwegen ein Smartphone bekommen.
1,"Keine Ansprüche gestellt, da ich bislang auch ohne gut leben konnte."
1,"Einzig ein dual-SIM sollte es sein, damit ich nicht zwei Handys mit mir rumschleppen muss."
1,Erhalten habe ich das Nokia Lumia 630.
1,"Funktioniert soweit okay: Telefonieren, SMS wie gehabt."
1,Email-Abruf unterwegs ist auch okay.
1,"Sehr schön ist die Navi-Funktion, auch wenn man regelmässig checken muss, ob sich die App nicht aufgehangen hat."
1,"Was kaum funktioniert ist der App-Download, hier kommen immer wieder kryptische Fehlermeldungen."
1,"Aber mehr als zwei/drei Apps braucht's eh nicht, so dass ich hierfür immer mal wieder probiert habe, bis ich sie hatte (DB-Auskunft, Wetter...)"
1,Soweit so gut ... oder schlecht . 
1,"Ohne Alternative zu kennen und ohne Ansprüche zu haben, bin ich leidlich begeistert und leidlich enttäuscht."
1,ABER: Kontakte können nur online gespeichert und verwaltet werden!
1,Vorgegeben ist ein Microsoft-Konto - Alternativen lassen sich aber einrichten (google o.ä.)
1,Doch ich möchte meine privaten Daten/Adressen der Familie und Freunde nicht bei irgendwem in eine obskure Wolke legen!
1,"Wo unklar ist, wer außer mir noch darauf zugreift. "
1,"Egal ob bei Microsoft, Apple, Google oder irgendeine chinesische Staatsfirma"
1,"Kontakte können weder auf dem Smartphone selbst, noch auf der SIM-Karte noch auf der Speicherkarte abgespeichert werden."
1,Steht auch so in der Betriebsanleitung (S. 59 und 61 siehe download.support.nokia.com/ncss/PUBLIC/de_DE/webpdf/100000354991/Lumia_630_Dual_SIM_UG_de_DE.pdf)!!!
1,"Abgesehen davon, dass ich bei fehlendem Netz keinen Zugriff auf die Adressen habe (die braucht man ja nicht nur zum telefonieren), finde ich es eine Unverschämtheit, grundsätzlich zu verlangen, dass man seine private Adressammlung irgendeiner Firma preisgeben muss, nur um das Adressbuch seines Handy nutzen zu können!!!!"
1,VÖLLIG INAKZEPTAL.
1,"So bleibt trotz dual-SIM-Funktion des Nokia Lumia 630 doch nur die Variante, zwei Handys mit mir rumzuschleppen."
1,Softwarefehler
1,Habe mir vor ein paar Tagen das Windows Update runtergeladen. 
1,Seitdem funktioniert die Software nicht mehr. 
1,Es bleibt mehrmals am Tag hängen und muss es deshalb aus und wieder einschlaten. 
1,Hab das Handy erst seit 5 Monaten. 
1,Das ist ziehmlich enttäuschend!
1,"Ein weiterer Minuspunkt ist, dass Windows fast keine Apps anbietet. "
1,"Ein paar für mich sehr wichtige Apps fehlen im Store (Soundcloud, Ebay Kleinanzeigen, Best Secret...). "
1,Ich würde es mir auf keinen Fall ein zweites Mal kaufen. 
1,Nächstes mal doch lieber wieder ein Android oder Ein Apple.
1,Nichts gelernt
1,"Nachdem ich vor Jahren schon einmal mit einem Windowsphone (HTC) auf die Nase gefallen bin, gab ich diesem trotzdem noch einmal eine Chance (wobei ich vor Jahren beschloss: Nie wieder!). "
1,"Bei einem Windowsphone muss der Nutzer auf jeden Fall wissen, was er damit anstellen will. "
1,"Sind Spiele, haufenweise Apps u. ä. gewünscht, so bieten sich andere Varianten (Android, etc.) eher an. "
1,"Die Anzahl der Apps ist bei einem Windowsphone noch begrenzt, was mir egal war, da ich das Smartphone nur beruflich benötige."
1,Dann die Lieferung und siehe da... Deja-vu. 
1,Etwas besser als der erste Versuch von Microsoft mit einem Handy an den Markt zu gehen aber nicht wirklich. 
1,Allgemein bleibt festzustellen: 
1,#NAME?
1,#NAME?
1,- Sync. mit Outlook (und das war mir wichtig!) wieder einmal nur über Umwege möglich (was soll das????). 
1,"So kann ich auch mit Android, Apple und Konsorten syncen"
1,#NAME?
1,#NAME?
1,Fazit: Ich hatte mir dieses Smartphone rein aus beruflichen Gründen und gerade im Hinblick auf MS Office Anwendungen gekauft und wurde erneut enttäuscht. 
1,Unter diesen Bedingungen für mich einfach nicht nutzbar. 
1,Ggf. wäre das was für Kinder / Jugendliche als erstes Handy. 
1,Aber dann wiederrum müsste das Betriebssystem für diese Zielgruppe viel mehr liefern und das tut es auch nicht.
1,Kein Nokia mehr sondern nur noch Windows Schrott
1,Ich hatte vor 2 Jahren bereits ein Windows Smartphone von Nokia. 
1,Dieses hat auch genau so funktioniert wie es sollte nämlich auch mit Synchronisation aller Daten über USB.
1,Das 630 funktioniert leider scheinbar nur noch mit allen Punkten welche nichts mehr mit dem Telefonieren und Office zu tun haben.
1,Bei der Installation wird der Treiber RM-976 gleich 3-mal nicht gefunden. 
1,"Und es ist nur noch die Synchronisation über Kabel von Musik, Videos und den ganzen Spielereien möglich. "
1,Eine Synchronisation über Kabel von Outlook oder anderen Office Dateien wird weder von Zune noch von Windows Phone unterstützt.
1,"Da ich kein Windows-Phone gebrauchen kann welches nur Schnickschnack unterstützt, keine vernünftige Treiberunterstützung hat und wesentliche Inhalte nicht mehr über Kabel synchronisiert gehe ich wieder zurück zu meinem Nokia Asha 300 welches diese Synchronisation konnte. "
1,Das 630 geht zurück und ist definitiv das letzte Smartphone welches ich von Microsoft gekauft habe da Microsoft als Hersteller noch nicht einmal in der Lage ist einen funktionierenden Treiber zur Verfügung zu stellen.
3,Wenns mal funktioniert ist es wahrscheinlich ein gutes Hany zum kleinen Preis
3,Gefällt mir eigentlich ganz gut. 
3,Windows-Handys haben spektakuläre Vorteile wie z.B. das kostenlose Navigationssystem Here (auch offline) und das Mixed-Radio wo man den ganzen Tag kostenlos Musik aus verschiedenen Top-Kategorien hören kann. 
3,Ließ sich auch leicht einrichten und fühlte sich in der Hand gut an. 
3,Leider stellte es seine Funktion immer mal wieder ein so dass ein Neustart erforderlich wurde. 
3,Das Handy ist jetzt zum zweiten Mal beim Service.
3,Ich bin etwas entnervt. 
3,"Ich meine, dass die Funktionsfähigkeit bei einem Gerät immer an erster Stelle stehen müsste."
3,"Ich weiß nicht, ob dass nur mein Gerät betrifft oder ein generelles Problem ist. "
3,Deshalb der Kompromiss: Drei Sterne
3,Lumia Smartphone
NA,Wegen jahrelanger Erfahrungen mit Windows-Betriebssystemen als Alternativ-Gerät
3,angeschafft !
3,aber auch erkennen!
3,Ein Gerät schon am 2.Tag ausgefallen Sim-Karten wurden nicht mehr eingelesen.
3,Der Nokia-Service ist nie erreichbar !!! 
3,Hier müßte MS dringend und schnell handeln !!!
3,Diese Problematik kann natürlich nicht AMAZON angelastet werden.
3,Gerät daher gegen Erstattung des Kaufpreises zurückgeschickt.
3,Zufriedenheit mit Nokia/Microsoft Lumia 630
3,"Als Alternative zu Apple I-Phone, Samsung S-Serie, Huawai und Gefolge habe ich mich auch aus Preisgründen für das Nokia/Microsoft Lumia-Smartphone entschieden. "
3,"Da ich dem gegenüber die Vorzüge der erstgenannten Hersteller nicht kenne, kann ich nur sagen, dass das Lumia meinen Vorstellungen durchaus entspricht und ich damit bestens versorgt bin."
3,"An sich gut, Display enttäuschend"
3,"Das Gerät ist an sich nicht schlecht, großes Manko ist aber das Display. "
3,"Es verschmiert sehr schnell und wird 'krustig', was dazu führt, dass Berührungen nicht mehr korrekt oder gar nicht mehr erkannt werden. "
3,Leider ist das auch (wie ich es von Samsung- und HTC-Geräten kannte) nicht durch kurzes Reiben an der Hose zu beheben. 
3,Gerade nach dem Telefonieren ist es ein Kampf das Display wieder funktionsfähig zu bekommen.
3,Ein Tipp hierfür sind feuchte Brillenputztücher. 
3,Damit bekommt man das Problem kurzzeitig in den Griff.
3,"Der ein oder andere mag eine 3-Sterne-Rezension wegen 'nur' eines Kritikpunktes hart finden, ich allerdings finde diesen Punkt absolut essentiell, da ich ohne einen zuverlässig funktionierenden Touchscreen nicht problemlos mit dem Gerät umgehen kann."
3,Kleine Stolpersteine wie den ziemlich übersichtlichen App-Store und die gewöhnungsbedürftige Menüführung habe ich mit dem Umstieg auf Windows in Kauf genommen und bereue die Entscheidung auch nicht.
3,Eine Empfehlung für dieses Gerät kann ich wegen des enttäuschenden Displays allerdings noch geben.
3,"alles super, ausser"
3,"Wie von vielen anderen bereits erwähnt, ein super Betriebssystem und eine sehr gute Navigation mit Nokia here. "
3,Ich habe aber... mit Gerätehardwareproblemen zu kämpfen. 
3,Zuerst hat sich mein Powerbutten (Haupteinschaltknopf) grundlos verabschiedet. 
3,"Dies wurde auf Garantie repariert, seitdem wird aber meine Speicherkarte nicht mehr erkannt.... "
3,Habe keine Lust das Teil nochmals einzuschicken und werde Nokia/Microsoft noch eine 2. Chance geben und mir das 640 Dual SIM kaufen... 
3,"Hoffe dass ich dort weniger Hardwareprobleme haben werde, und habe dann gleichzeitig einen etwas grösseren Bildschirm und eine 8 MP Kamera.."
3,Hatte noch vergessen zu sagen dass der GPS-Empfang während der Navigation jetzt schon öfter Aussetzer hatter. 
3,"Da muss man das Handy aus und wieder einschalten damit es wieder läuft, auch recht ärgerlich…"
3,Probleme bei Apps
3,Der Preis für das Handy stimmt in großen und ganzen. 
3,Nur ist es leider so das einige Apps auf dem Handy nicht oder nur eingeschränkt funktioniert.
3,Solala
3,Ich hab ganz dringend ein Handy gebrauch.
3,Hab in der Werbung das Handy entdeckt und war so begeistern davon das ich es mur direkt bestellt habe
3,Es ist ein Windows Phone und das komplette Gegenteil von Android. 
3,Was ich richtig schade finde ist das das Handy kein Licht und keine frontkamera hat also Selfie's konnte ich vergessen. 
3,"Zudem sind die App's nicht so dolle, da ich sowieso kein App Spielerin bin hat nicht weiter gestört."
3,Das Handy ist verständlich und liegt gut in der Hand.
3,Ich würde das Handy jeden empfehlen die nicht viel wert auf die apps und Kamera legen.
3,Leider fehlen einige Features welche sonst üblicher Standard sind
3,"Das Handy funktioniert gut und tut, was es eigentlich soll."
3,"Leider habe ich mir nicht genauer die Spezifikationen angesehen, denn leider fehlt die Frontkamera, und was noch viel schlimmer ist, ein Blitz bzw. LED Flash, was die Kamera bei Innenaufnahmen nahezu unbrauchbar macht."
3,Genügt
3,Ich bin vom iPhone 4 auf dieses Lumia 630 umgestiegen. 
3,"Ich wollte nicht mehr so """"durchsichtig"""" sein für Apple. "
3,"Bei Windows musste ich mich noch nicht anmelden, da ich im Store noch nichts kaufen wollte."
3,Das Lumia ist mir schon sehr oft aus der Hand gefallen und funktioniert immernoch tadellos. 
3,Ein iPhone wäre da bestimmt schon kaputt gegangen. 
3,"Es sind zwei kleine Ecken abgesplittert, aber mich stört das gar nicht. "
3,Hauptsache es läuft noch.
3,"Blöd ist nur, dass die Abdeckung direkt abgeht und der Akku rausfällt."
3,"Auch ein großer Nachteil ist, dass es kaum Apps im Windows Store gibt. "
3,"Die wichtigsten, also Facebook und Whatsapp sind vorhanden. "
3,"Aber viele Apps, vor allem die aus der Werbung, gibt es für das Windows Phone leider nicht."
3,"Surfen ist auch nicht so angenehm mit dem Lumia, vor allem GIFs lassen sich sehr schlecht abspielen, egal ob WLAN oder 3G."
3,"Alles im allem reicht es, wenn man wirklich nur Schreiben, Telefonieren und ein paar Schnappschüsse machen möchte."
3,"Für Leute, die gerne viel im Internet surfen würde ich es nicht empfehlen."
3,Der Preis ist natürlich unschlagbar für ein nagelneues Handy.
3,Bestimmt nicht schlecht…
3,...aber ich bin Smartphone Neuling. 
3,"Ich dachte gut und günstig, da kann ich nichts falsch machen. "
3,Als ich es dann in Händen hatte vielen mir einige Punkte negativ auf. 
3,"Zum einen wird dem 4,5""""-Display an Größe genommen, weil die Funktionstasten auf dem Display dargestellt werden. "
3,Dann der fehlende Helligkeitssensor des Bildschirms. 
3,Und der fehlende Blitz.
3,Ich habe mir daraufhin das Lumia 625 geholt und bin damit sehr zufrieden.
3,Es hapert an den einfachsten Dingen
3,"Obwohl ich das Konzept von Windows Phone als ansprechend empfinde und durchaus zu schätzen weiß, handelt sich bei dem Handy um mein ersten Nokia mit diesem Betriebssystem. "
3,"Ich nutze das Handy hauptsächlich für seine Grundfunktionen und einige wenige Apps (Messanger, Sporttracker, ...)."
3,"Für meinen Nutzungsverhalten schien mir das System ein super Mittelweg aus der Freiheit von Android und der Einfachheit von Apple, doch gerade an letzterem Punkt scheitert es in meinen Augen. "
3,Wie kann ein Handy heutzutage ohne die kleinste Möglichkeit der Schnelleinstellung auskommen? 
3,"GPS ausstellen, wenn man wert auf Privatssphäre legt, geht nicht! "
3,"Ansteigenden Klingelton festlegen, unmöglich! "
3,"Handy lautlos stellen wenn es ins Meeting geht, nur über das Menü!"
3,Und das Menü selbst ist in meinen Augen eine Frechheit. 
3,"Die Funktionen sind in eine Vielzahl an Unterpunkte gegliedert, welche teilweise nur einer einzigen Funktion dienen. "
3,"Beispielsweise gibt es den Punkt """"Audio"""" welcher aussschließlich die Funktion an-/ausschaltet, das Gerät beim Umdrehen stumm zu schalten. "
3,"Wieso ist dies nicht unter """"Sounds"""" ?"
3,"Kurz gesagt, Microsoft ist auf einem guten Weg. "
3,"Aber solange es an solch essentiellen Dingen mangelt, welche jeder Nutzer benötigt, können die Apps und Funktionen nicht darüber hinwegtäuschen, dass es (noch) ein zweite Klasse Betriebssystem ist."
5,Lumia immer wieder
5,"ein schickes Smartphone, es sieht total schick aus, liegt gut in der Hand und hat eine tolle Größe."
5,die Displayauflösung ist prima. 
5,insgesamt ein Top Handy.
5,die Umstellung von einem Android Handy vorher ging problemlos.
5,"Klein, Günstig aber keineswegs Schrott! Klasse Smartphone"
5,Zum Nokia Lumia 630 Single Sim 8 Gb.
5,Im Gegenteil. 
5,"Sicherlich fehlt das ein oder andere an diesen Handy, Benachrichtigungs-LED oder einen Blitz für die Kamera, auch eine Frontkamera für Selvis ist nicht zu finden, dennoch, es ist ein Smartphone für unter 100 Euro und rennt gut und stabil."
5,Die klangqualität der Ohrmuschel ist absolut in Ordnung. 
5,Videos laufen sauber und auch whatsapp ist in appstore zu finden. 
5,Am geilsten finde ich die Here Drive Navigation welche kostenfrei mitgeliefert wird. 
5,Auch Windows als software ist insgesamt schick mit ihrer Kacheloptik. 
5,"Nicht zu viel schnickschnack, übersichtlich und einfach gehalten, so könnte man die Software beschreiben. "
5,Ich bin dann wohl endgültig von Android geheilt auch wenn Windows appstore relativ wenig apps zu Verfügung stellt (mich stört es nicht.) 
5,Einziges Kontra: Es hat sehr glatte Flächen und rutscht ohne passende Hülle garantiert aus der Hand. 
5,Aber o.k. das erlebt man auch bei teuren Geräten wie mein Sony xperia z3.
5,Gutes Telefon zum unschlagbaren Preis
5,"Ich habe, nachdem mein Samsung den Geist aufgab, ein preisgünstiges und gleichzeitig recht einfach zu verstehendes Handy gesucht und da ich früher gute Erfahrungen mit NOKIA gemacht habe, habe ich hier zugeschlagen."
5,Die Einstellungen sind recht schnell gemacht. 
5,"Zu Beginn hatte ich das Problem, dass die PIN sehr oft verlangt wurde - sprich das Handy sich abgeschaltet hat. "
5,"Problem war, dass ein Software-Update verlangt wurde. "
5,"Ohne dieses Update kam es ständig zu diesen """"Abstürzen"""". "
5,"Also, wer das Problem hat, bitte auf """"Einstellungen"""" und dann auf """"Handyupdate"""" gehen. "
5,Damit konnte ich mein Problem beheben - ich war kurz davor es als defekt zurückzuschicken.
5,"Seitdem, also seit gut eineinhalb Wochen bin ich hochzufrieden mit dem Telefon. "
5,"Der Akku hält recht lange, auch bei Ausflügen ins Internet."
5,"Für diesen Preis ein fast unschlagbar gutes Telefon, klare Kaufempfehlung."
5,"Telefon top, Begeisterung über Windows 8.1"
5,Hier bekommt man für sein Geld tatsächlich nochmal mehr als man erwarten darf! 
5,"Telefon äußerst performant, bisher keine Hakler festgestellt. "
5,"Hatte vorher ein Huawei P7 mit deutlich besseren verbauten Teilen, aber so performant war das nicht. "
5,"Display in Ordnung und nicht zu groß, die 5"""" Telefone, die ich vorher hatte, sind selbst für großhändige Menschen wie mich kaum zu bedienen. "
5,"Sound ist ausbaufähig, aber da wäre ich bei den Möglichkeiten, die ein Smartphne nun mal hat, eh immer unzufrieden. "
5,"Kamera ist in Ordnung, leider kein Blitz."
5,Positiv überrascht mich Windows 8.1. 
5,"Letztlich ist ja alles Geschmackssache, aber ich kann nicht nachvollziehen, weshalb Android immer noch die Vormachtstellung auf dem Markt hat. "
5,"Das Handling ist äußerst intuitiv, die Einstellungen sind schnell gemacht, die Einrichtung allen Diensten ist unkompliziert und durch Assisten allerbestens gesteuert."
5,"Die Apps im Store haben inzwischen auch einen Umfang erreicht, der für mich völlig ausreichend ist."
5,"Ich habe alle gängigen Apps gefunden, die Installation verläuft problemlos."
5,"Sehr gut: Gleich bei der Einrichtung wird man gefragt, ob die SD-Karte (nicht im Lieferumfang) als Standardspeicher verwendet werden soll. "
5,"Wenn man das bestätigt, fallen auch die insgesamt vielleicht etwas knapp bemessenen 8 GB Speicher nicht mehr ins Gewicht."
5,"Einige Apps lassen zwar eine Installation auf der SD-Karte nicht zu, aber ein bisschen was passt ja auch noch auf den internen Speicher."
5,Fazit: 
5,"a) Der Übergang von Android auf 8.1 viel mir extrem leicht, also bitte nicht abschrecken lassen von Leuten, die hier schreiben, dass sie mit dem Betriebssystem nicht zurecht kommen."
5,b) performantes Handy für vergleichsweise wenig Geld
5,"c) Schwächen bei Sound und Kamera (kein Blitz), muss man aber im Verhältnis zum Preis sehen"
5,Smartphone
5,Dies ist mein erstes Nokia Smartphone und ich bin äußerst zufrieden. 
5,Das Display ist sehr übersichtlich und lässt sich sehr gut bedienen. 
5,Schnell ist alles eingerichtet und wird auch gut erklärt. 
5,"Das mitgelieferte Kabel ist sehr lang, so dass man beim Aufladen das Handy problemlos benutzen kann. "
5,Ich bin rundum zufrieden und kann es nur weiterempfehlen. 
5,Ganz besonders gefällt mir die tolle Übersicht auf dem Handy. 
5,"Das was ich ständig in Gebrauch habe, ist sofort sichtbar. "
5,Toll
5,Nokia Lumia 630 genau richtig für mich!
5,Das Lumia 630 ist für mich genau richtig! 
5,"Da ich schon etwas älteres Semester bin ,habe ich ein einfacheres zu Bediendendes Smartphone gesucht, bis 100 Euro sollte es in etwa kosten."
5,Schön das es noch Preiswerter ist.
5,Mein Sohn hatte mir zu diesem Smartphone geraten und mir inzwischen auch die Funktionen erklärt.
5,Eigentlich alles schön übersichtlich.
5,Ich habe den Kauf nicht bereut.
5,"Der Bildschirm ist schön groß,gut leserlich Der Klang ist auch in Ordnung."
5,"und dafür das nicht so viel Ram verbaut ist,ist das Lumia 630 recht flüssig ."
5,"Positiv ist auch ,dass der Akku austauschbar ist."
5,"Nun muss mir nur noch die passenden Kopfhörer besorgen,da meine alten Kopfhörer nicht für das Lumia 630 kompatible sind. "
5,"Was auch noch erwähnenswert wäre,dass ist die wirklich schnelle Zusendung und gute Verpackung von Amazon."
5,Bis jetzt bin ich jedenfalls restlos zufrieden.
5,Eigtl. schlecht - und doch liebe ich es
5,"Hachja, Lumia 630."
5,"Schlechte Kamera, nicht viel Leistung, keine Frontkamera, der App-Store ist Müll, Apps laufen nicht richtig, ...."
5,Und trotzdem: Es war mein liebstes Smartphone.
5,"Zuvor hatte ich ein HTC Desire Z, ein HTC One M7 und beruflich (nur zum Telefonieren) ein iPhone 4 und 4s."
5,Der Umschwung aufs Lumia: Zuerst an die Optik gewöhnen.
5,Sieht ja schon arg anders aus.
5,Nach 2 bis 3 Tagen habe ich mich daran gewöhnt und in das Gerät verliebt.
5,Gekauft hatte ich es hauptsächlich zum Telefonieren und dem Akku. 
5,Und genau hier siegt das Gerät auf ganzer Linie: Typisch Nokia eben.
5,"Ein weiterer Vorteil, der mir (leider) erst jetzt bewusst wurde: Nokia, Erfinder von T9. "
5,Die Tastatur und Autokorrektur funktionierte wunderbar - und ich vermisse dies etwas.
5,Ich habe das Lumia vor wenigen Tagen gegen ein iPhone 6 Plus getauscht.
5,"Da ich als Unternehmer in der Werbebranche oft doch mal Dinge fotografieren muss, sollte also etwas in der Richtung her. "
5,Zudem nutze ich iMacs und die iCloud. 
